titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo
Larry,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Larry?..Somos una tienda de Diseño y decoración made in Chile. Fabricamos muchos de  nuestros productos, muebles, textiles, cuadros, objetos y una línea de cerámica y serigrafía, en nuestro taller. Creemos que es posible desarrollar una línea de productos locales, con un estilo propio y el trabajo tradicional de artesanos calificados. También recolectamos objetos bonitos que complementan nuestra línea..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteArte.Cerámica.Decoración.Hogar.Muebles.Tienda.</p>
",https://mut.cl/tiendas/larry/,https://www.instagram.com/tiendalarry/?hl=es-la; https://www.facebook.com/tiendalarry/,L-D: 10:00 - 20:00 ,www.tiendalarry.cl,https://www.tiendalarry.cl/,Nivel 3,3,,,,Tienda
Lamy,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Lamy?..Lamy es una tienda de instrumentos de escritura con un diseño de gran calidad, moderna estética atemporal y perfecta funcionalidad. Con su variedad de diseños innovadores, buscan demostrar que un instrumento de escritura es mucho más que un objeto de consumo: un auténtico accesorio para el estilo de vida que aporta placer al escribir a mano y recalca la individualidad de su dueño..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Escritura.Tienda.Urbano.</p>
",https://mut.cl/tiendas/lamy/,https://www.instagram.com/lamyshopchile.cl/?hl=es; https://www.facebook.com/LAMYChile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.lamychile.cl,https://www.lamychile.cl/,Nivel -1,,,,,Tienda
La Relojería,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es La Relojería?..La Relojería es una tienda que ofrece las marcas más exclusivas de relojes. Con más de 2000 productos para hombres y mujeres, entrega una amplia gama de diseños y estilos. ¡Encuentra el complemento perfecto para tu día a día!..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Relojes.Tienda.Urbano.</p>
",https://mut.cl/tiendas/la-relojeria/,https://www.instagram.com/larelojeriacl/; https://www.facebook.com/larelojeriacl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.larelojeria.cl,https://larelojeria.cl/,Nivel -3,,,,,Tienda
La Plage,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es La Plage?..Es un French Concept Store que fusiona exclusivas marcas para hombres y mujeres con una cuidada selección de prendas streetwear unisex, joyas, discos, gorras, arte y más. Reúne marcas excepcionales en Chile como by Parra, Obey, Jungles, Teva, Carrots, Fucking Awesome, Only NYC, entre otras..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Música.Ropa.Tienda.Urbano.</p>
",https://mut.cl/tiendas/la-plag/,https://www.instagram.com/laplagestore/?hl=e; https://www.facebook.com/laplagestore/,L-D: 10:00 - 20:00,www.laplage.cl,https://laplage.cl/,Nivel -1,,,,,Tienda
Ecocitex,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Ecocitex?..Ecocitex es una empresa de economía circular textil que su misión es eliminar el desecho textil de chile generando un gran aporte social. Fabrica una amplia gama de productos, como hilado, tela, accesorios, entre otros elaborados de textil reciclado, además cuenta con una línea de Upcycling como mochilas, carteras, llaveros, porta mat, ente otros la mayoría hechos de jeans o prendas en desuso. Toda la producción y confección es nacional generando un impacto positivo ambiental..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Decoración.Hogar.Tienda.</p>
",https://mut.cl/tiendas/ecocitex/,https://www.instagram.com/ecocitex/?hl=es; https://www.facebook.com/Ecocitex/,L-D: 10:00 - 20:00,www.ecocitex.cl,https://www.ecocitex.cl/,Nivel -1,,,,,Tienda
Monarch,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Monarch?..Somos una cadena de tiendas chilenas que ofrece una línea completa de   calcetines, pantys, ropa interior y poleras.   Fabricamos nuestros productos en nuestras propias plantas de producción en Chile. Para nosotros, que los diseños sean atractivos es esencial. Sentir la calidad y textura de la fibra es esencial. Que nuestras prendas  te queden cómodas  es esencial, Hoy Monarch…es esencial para ti.Ropa.</p>
",https://mut.cl/tiendas/monarch/,https://www.instagram.com/monarch_cl; https://es-la.facebook.com/Monarch.Chile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.monarch.cl,https://monarch.cl,Nivel -3  - local 3009,-3,3009,,,Tienda
Blush Bar,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Blush Bar?..Blush-Bar es un retailer de cosméticos en Chile que ofrece un portafolio de las mejores marcas del mundo. Fundado y creado por y para mujeres.Cosmética.</p>
",https://mut.cl/tiendas/blush-bar/,https://www.instagram.com/blushbarchile/; https://www.facebook.com/blushbarchile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.blush-bar.cl,https://www.blush-bar.cl/,Nivel 1 ,1,104,,,Tienda
Black Bubba,"Quiénes somos.¿Qué es Bubba Black?..Parte de la familia Bubba Bags, con ropa, mochilas, maletas y accesorios con un origen inspirado en la ciudad, todo en tonos negros y similares..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa.Ropa.</p>
",https://mut.cl/tiendas/black-bubba/,https://www.instagram.com/blackbubba.cl/; https://www.facebook.com/blackbubba.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://blackbubba.com/,https://blackbubba.com/,Piso 1,1,,,,Tienda
Central Orgánica,"¿Qué es Central Orgánica?..Central Orgánica nace para poder ofrecer productos de origen natural, artesanal y local, para así poder generar una conexión con la naturaleza y la vida saludable.Abarrotes.Gastronomía.</p>
",https://mut.cl/tiendas/organica/,https://www.instagram.com/centralorganica.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://tiendaorganica.cl/,https://tiendaorganica.cl/,Nivel -2,-2,,,,Tienda
Scalpers,"¿Qué es Scalpers?..Scalpers es una marca de moda española reconocida por su estilo contemporáneo y versátil. Ofrece colecciones de ropa para hombres, mujeres y niños, fusionando moda clásica con toques vanguardistas.Ropa.</p>
",https://mut.cl/tiendas/scalpers/,https://www.facebook.com/ScalpersChile/; https://www.instagram.com/scalperschile/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,https://cl.scalperscompany.com/,https://cl.scalperscompany.com/,Piso 1,1,,,,Tienda
SPID,"Quiénes somos.¿Qué es Spid?..Un nuevo formato de supermercados de Cencosud donde podrás encontrar todo lo necesario para tu día a día. Una propuesta de compra que hace foco en la cercanía y la rapidez. Puedes encontrarlos en el piso -3..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteSupermercado.</p>
",https://mut.cl/tiendas/spid/,https://www.instagram.com/spidchile/; https://www.facebook.com/Spidchile-100305485373377,L-S: 08:00 - 20:00 D & F: 09:00 - 20:00,www.spidchile.cl,https://spidchile.cl,Nivel -3  ,-3,3104,,,Tienda
Lipka,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Lipka?..Aromas desde 2010, nuestra historia está marcada por el dinamismo, la flexibilidad y una constante adaptación al mercado. Sin perder nuestra esencia, hemos podido adecuarnos a cada cliente y a cada estilo. Hemos sido siempre fieles a nuestros estándares de calidad y sabemos identificar las necesidades del consumidor.Hogar.</p>
",https://mut.cl/tiendas/lipka/,https://www.instagram.com/lipka_chile/; https://www.facebook.com/infolipka/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3  ,-3,3011,,,Tienda
Roots Toys,"¿Qué es Roots Toys?..Juguetes de madera que funcionan como herramientas para el crecimiento infantil y al mismo tiempo la diversión.  Su amplia variedad de productos inspiran la curiosidad y el desarrollo de habilidades de los niños.Juguetería.</p>
",https://mut.cl/tiendas/roots-toys/,https://www.instagram.com/roots_toys; https://www.facebook.com/RootsToys,L-D: 10:00 - 20:00,www.rootstoys.cl,https://rootstoys.cl/,Piso -1,Piso -1,1005,+56982081590,hello@rootstoys.cl,Tienda
Silvestre,"¿Qué es Silvestre?..Silvestre es una tienda de ropa y accesorios de cuero, que busca rescatar la ropa estilo bondage por medio de un material noble y un proceso 100% artesanalRopa.</p>
",https://mut.cl/tiendas/silvestre/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.silvestregv.cl,https://silvestregv.cl/,Piso -1,,,,,Tienda
Skechers,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es Skechers?..Skechers, una marca global, galardonada y multimillonaria, diseña y desarrolla productos de Lifestyle y Performance conocidos por su estilo, innovación, calidad y comodidad. Junto con su variada oferta de calzado, la compañía posee colecciones para vestir desde la cabeza a los pies para hombres, mujeres y niños incluyen una creciente gama de prendas y accesorios.Zapatería.</p>
",https://mut.cl/tiendas/skechers/,https://www.instagram.com/skecherschile/; https://www.facebook.com/skechers.chile,L-D: 10:00 - 20:00 ,www.skechers.cl,https://www.skechers.cl/,Piso 1,1,132,,,Tienda
Adidas,"Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Adidas?..La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios.Tienda.</p>
",https://mut.cl/tiendas/adidas/,https://www.instagram.com/adidascl/; https://www.facebook.com/adidasCL/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.adidas.cl,https://www.adidas.cl/,Nivel 1  - local 23,1,23,,,Tienda
Vístete Local,"Quiénes somos.¿Qué es Vístete Local?..Tienda que visibiliza, acerca y promueve diseñadores y marcas de moda locales,  reuniéndolas en un sólo lugar. Fortalecen y difunden oficios que construyen identidad, como joyas, accesorios, vestuarios y libros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Ropa.</p>
",https://mut.cl/tiendas/vistete-local/,https://www.instagram.com/nashionit/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.nashionit.com,https://nashionit.com/,Nivel -1  - local M11,-1,M11,,,Tienda
Viale Joyas,"Quiénes somos.¿Qué es Viale Joyas?..Colecciones de joyas de autor compuestas por aros, collares, anillos y pulseras. Hechas a mano de enchape de oro de 18k, plata 925, gold filled y piedras naturales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas.</p>
",https://mut.cl/tiendas/viale-joyas/,https://www.instagram.com/vialejoyas; https://www.facebook.com/vialejoyas,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1  ,-1,1022,,,Tienda
Toty Stone,"Quiénes somos.¿Qué es Toty Stone?..Con el objetivo de ayudar a las personas a preservar el conocimiento, los trabajos antiguos y la cultura. Toty Stone elabora joyas de autor que sanan tu energía y abren tus chakras, realizadas con plata de ley, lapislázuli y piedra natural..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas.</p>
",https://mut.cl/tiendas/toty-stone/,https://www.instagram.com/totystone/; https://www.facebook.com/totystone.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.totystone.com,https://chile.totystone.com/,Nivel -1  ,-1,1116,,,Tienda
The Plant Store,"Quiénes somos.¿Qué es The Plant Store?..Maceteros, asesorías y una gran diversidad de plantas de interior, es lo que se puede encontrar en esta tienda que busca crear comunidad y juntar a los plantlovers con la excusa de vivir la experiencia y el amor por lo verde. Especializados en plantas de interior y dedicados a la creación de maceteros de autor, poniendo en valor el arte y lo hecho a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.</p>
",https://mut.cl/tiendas/the-plant-store/,https://www.instagram.com/theplantstore.cl/; https://www.facebook.com/Theplantstorestgo,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.theplantstore.cl,https://theplantstore.cl/,Nivel -1  ,-1,1048,,,Tienda
Rincón Himalaya,"Quiénes somos.¿Qué es Rincón Himalaya?..Empresa familiar con mas de 30 años de experiencia en productos de la India y el Oriente, además de una serie de marcas propias con las mejores calidades..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.Tienda.</p>
",https://mut.cl/tiendas/rincon-himalaya/,https://rinconhimalaya.cl/; https://www.instagram.com/rinconhimalaya/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.rinconhimalaya.cl,https://rinconhimalaya.cl/?gclid=Cj0KCQiAj_CrBhD-ARIsAIiMxT9LX2bKJVvAChPHRyC4WfeW7CNhnCkrV43B5Wa775MhLT-l9DAZVtcaAkCfEALw_wcB,Nivel -1 ,-1,1024,,,Tienda
Pasquín,"Quiénes somos.¿Qué es Pasquin?..Pasquín es conformado un equipo de amantes de la innovación y el diseño. En base al &#8220;Design Thinking&#8221; se llegó a la idea de como transformar productos de corta vida útil (como stickers) a productos duraderos y reutilizables. La idea fue mutando y creciendo, de papelería mural, para luego llegar a los Posters y mini Posters Adhesivos. El pensamiento Pasquín es mejorar la vida cotidiana de las personas, a través, de un comercio justo y respetuoso..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Hogar.</p>
",https://mut.cl/tiendas/pasquin/,https://www.instagram.com/tiendapasquin/; https://www.facebook.com/pasquin.design,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.tiendapasquin.cl,https://tiendapasquin.cl/,Nivel -1  ,-1,1024,,,Tienda
Ojo por Ojo,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Ojo por Ojo?..Librería de artes aplicadas de diseño, comunicación, arquitectura, ilustración y fotografía, entre otros.Arte.</p>
",https://mut.cl/tiendas/ojo-por-ojo/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1  - local L03,-1,L03,,,Tienda
NS Leather,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es NS Leather?..Marcas que desarrolla objetos y accesorios en cuero, hechos a mano con materiales nobles, cueros naturales, todos forrados en su interior son textiles de Bellavista Oveja Tome, herrajería de calidad y cierres YKK Brasil.Ropa.</p>
",https://mut.cl/tiendas/ns-leather/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1,-1,M10,,,Tienda
Museo Garment,"Quiénes somos.¿Qué es Museo Garment?..Museo, art garment, es diseño y producción de indumentaria esencialmente masculina. Proponemos concebir el vestuario como la creación de una obra de arte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa.</p>
",https://mut.cl/tiendas/museo-garment/,https://instagram.com/museogarment; https://www.facebook.com/museogarment,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.museogarment.com,https://museogarment.com/,Nivel -1  - local M08,-1,M08,,,Tienda
Blum Kidz,"Quiénes somos.¿Qué es Blum Kids?..Marca dedicada a crear ropa y accesorios para niños y bebés con un enfoque en la calidad, comodidad y sostenibilidad. Su principal compromiso es utilizar materiales nobles y naturales, como el lino y el algodón, para crear prendas suaves y delicadas que cuiden la piel de los más pequeños. Combinan belleza, comodidad y sostenibilidad para brindar prendas y accesorios confeccionados a mano con amor, mientras cuidamos el mundo en el que crecerán..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteNiños.Ropa.</p>
",https://mut.cl/tiendas/moma-kids/,https://www.instagram.com/blumkidz/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.momakidz.cl,https://www.momakidz.cl,Nivel -1,-1,M15,,,Tienda
Migo,"Quiénes somos.¿Qué es Migo?..Entusiastas de la fotografía que han querido aportar creando un laboratorio profesional y amigable. Preocupados de dar un servicio de calidad, proponer nuevas ideas y buscar productos atractivos. Revelan, digitalizan y pasan a papel distintos formatos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Fotografía.</p>
",https://mut.cl/tiendas/migo/,https://www.instagram.com/migolab/; https://www.facebook.com/migolab/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.migo.cl,https://www.migo.cl,Nivel -1  - local 1030,-1,1030,,,Tienda
Majen,"Quiénes somos.¿Qué es Majen?..Productos de cosmética que nacen con el propósito de conectar a las personas con sus cuerpos y emociones. Realizan mezclas únicas del milenario bosque valdiviano, donde combinan pureza, diseño responsable y elaboración a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Cosmética.</p>
",https://mut.cl/tiendas/majen/,https://www.instagram.com/majencosmetica/; https://www.facebook.com/majencosmetica,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.majen.cl,https://www.majen.cl,Nivel -1  - local 1033,-1,1033,,,Tienda
Libro Verde,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.¿Qué es Libro Verde?..Editorial y librería independiente. Enfocada en temáticas de ecología, flora y fauna, divulgación científica, sustentabilidad, pueblos originarios y literatura para niñas y niños, entre otros. El catálogo proviene de la vinculación directa con pequeñas editoriales, fundaciones, investigadores e ilustradores de naturaleza..PróximamenteLibrería.</p>
",https://mut.cl/tiendas/libro-verde/,https://www.instagram.com/libreria_libroverde; https://www.facebook.com/librerialibroverde/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.libroverde.org,https://libroverde.org,Nivel -1  - local 1017,-1,1017,,,Tienda
Khalu Champú,"Quiénes somos.¿Qué es Khalu Champú?..Tienda dedicada a la fabricación de productos de higiene desde un enfoque sostenible. Están en constante búsqueda de ingredientes 100% renovables, de origen vegetal y de comercio justo, al igual que en contacto con la agricultura y artesanía local. Además, sus productos no son testeados en animales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteCosmética.</p>
",https://mut.cl/tiendas/khalu-champu/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1  ,-1,1000-7,,,Tienda
El Florista,"Quiénes somos.¿Qué es El Florista?..Flores secas, frescas, preservadas, coronas y arreglos listos para decorar. Sus floristas recolectan día a día las flores y, manualmente, confeccionan, mezclan colores, aromas y texturas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFlores.Hogar.</p>
",https://mut.cl/tiendas/el-florista/,https://www.instagram.com/elflorista.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.elflorista.cl,https://elflorista.cl,Nivel -1 ,-1,1000-6,,,Tienda
De La Mafia &#038; Bastardo,"Quiénes somos.Quiénes somos.¿Qué es De La Mafia &#038; Bastardo?.Marca de accesorios premium fue creada el año 2014 en Santiago con la idea de mezclar el diseño y la manufactura en cuero, para obtener productos de calidad con buenas terminaciones. Son creados en Chile con manos experimentadas que han llevado el oficio durante décadas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa.</p>
",https://mut.cl/tiendas/de-la-mafia-bastardo/,https://www.instagram.com/_delamafia_/; https://www.facebook.com/DLMhandcrafts/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.delamafia.com,https://delamafia.com/,Nivel -1  - local 1120,-1,1120,,,Tienda
Creado en Chile,"Quiénes somos.¿Qué es Creado en Chile?..Tienda que impulsa el patrimonio creativo en el país. Desde 2014 han descubierto y congregado a cientos de creadores chilenos en las ramas del arte, diseño, artesanía y más. Reúne a creadores consagrados y emergentes, con un criterio de selección la clave para atraer creadores de calidad..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.</p>
",https://mut.cl/tiendas/creado-en-chile/,https://www.instagram.com/creadoenchile/; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcreadoenchile.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.creadoenchile.cl,https://creadoenchile.cl/,Nivel -1  ,-1,1013,,,Tienda
Cooperativa Moda y Diseño de Autor,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es COOM?..COOM es una Cooperativa de Moda y Diseño de Autor que integra vestuario, accesorios, joyería y calzado, que tiene como propósito ser un referente del diseño de moda contemporáneo, representando la identidad estética y cultural de Chile en colecciones colaborativas desde el concepto al producto.Ropa.</p>
",https://mut.cl/tiendas/cooperativa-moda-chile/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -1,-1,L05,,,Tienda
Cocó de la Vega,"Quiénes somos.¿Qué es Coco de la Vega?..Productos nacionales, diseñados y creados a mano. En esta tienda, se encuentran accesorios como aros, pañuelos, anillos y collares, muy coloridos y en todas sus formas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios.</p>
",https://mut.cl/tiendas/coco-de-la-vega/,https://www.instagram.com/cocodelavega.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.cocodelavega.cl,https://www.cocodelavega.cl/,Nivel -1  - local M04,-1,M04,,,Tienda
By Buenavista,"Quiénes somos.¿Qué es By Buenavista?..Mochilas para notebooks fabricadas con poliéster impermeable y respirable, de costuras reforzadas y acolchados. Con muchos colores para elegir, siempre manteniendo un diseño fresco. Cada modelo está pensado para acompañar a todas partes; trabajo, estudios, fin de semana en la playa o un paseo a la montaña..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Mochilas.</p>
",https://mut.cl/tiendas/by-buenavista/,https://www.instagram.com/by_buenavista/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bybuenavista.cl,https://bybuenavista.cl,Nivel -1  ,-1,1112,,,Tienda
Bumi Lifestyle,"Quiénes somos.¿Qué es Bumi Lifestyle?..Es una eco-tienda que promueve el hábito de la reutilización para terminar con la cultura de lo desechable. Hay alternativas para el cuidado personal y para el hogar, sustentables, veganas, zero waste y local, en donde la economía circular es uno de los pilares más importantes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Hogar.</p>
",https://mut.cl/tiendas/bumi-lifestyle/,https://www.instagram.com/bumilifestyle/?hl=en; https://www.facebook.com/bumilifestyle/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bumilifestyle.com,https://bumilifestyle.com/,Nivel -1  ,-1,M17,,,Tienda
Bom Beauty,"Quiénes somos.¿Qué es The Plant Store?.Maceteros, asesorías y una gran diversidad de plantas de interior, es lo que se puede encontrar en esta tienda que busca crear comunidad y juntar a los plantlovers con la excusa de vivir la experiencia y el amor por lo verde. Por un lado, se especializan en plantas de interior y, por otro, se dedican a la creación de maceteros de autor..¿Qué es Bom Beauty?..Es una tienda especializada en cosméticos coreanos. De su oferta, ninguno ha sido testeado en animales y prioriza aquellas marcas que tienen conciencia con el cuidado del medio ambiente..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Belleza.Cosmética.Tienda.</p>
",https://mut.cl/tiendas/bom-beauty/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bombeauty.cl,https://www.bombeauty.cl/,Nivel -1  - local M06,-1,M06,,,Tienda
Ben&#038;Frank,"Quiénes somos.¿Qué es Ben &#038; Frank?.Es la primera tienda online mexicana de anteojos, fundada hace seis años con el objetivo de revolucionar el mercado de lentes ópticos y de sol en Latinoamérica..¿Qué es Ben&#038;Frank?..Ben&#038;Frank existe con la misión de crear #pitis orgullosxs, que porten sus lentes sin temor al qué dirán, con los marcos más onderos de la galaxia. Somos #pitis, demostramos nuestra identidad y personalidad única con nuestros lentes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteÓpticas.</p>
",https://mut.cl/tiendas/ben-frank/,https://instagram.com/benandfrank.cl; https://facebook.com/benandfrank.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.benandfrank.com,https://www.benandfrank.com,Nivel -1  ,-1,1037,,,Tienda
